data1,data2,data3,label
620.0,-23.0,963.0,leftright
551.0,-28.0,906.0,leftright
455.0,-32.0,960.0,leftright
357.0,-17.0,964.0,leftright
157.0,52.0,1263.0,leftright
8.0,-14.0,990.0,leftright
-75.0,-78.0,993.0,leftright
-189.0,-14.0,994.0,leftright
-273.0,-14.0,992.0,leftright
-346.0,1.0,991.0,leftright
-422.0,-12.0,1001.0,leftright
-478.0,20.0,994.0,leftright
-581.0,40.0,1031.0,leftright
-649.0,49.0,1004.0,leftright
-553.0,69.0,1020.0,leftright
-503.0,16.0,1010.0,leftright
-578.0,29.0,969.0,leftright
-616.0,55.0,1011.0,leftright
-527.0,60.0,1002.0,leftright
-436.0,32.0,998.0,leftright
-354.0,23.0,1012.0,leftright
-307.0,16.0,994.0,leftright
-260.0,9.0,1025.0,leftright
-202.0,6.0,970.0,leftright
-148.0,27.0,1026.0,leftright
-130.0,5.0,995.0,leftright
-38.0,-9.0,1026.0,leftright
-16.0,-30.0,992.0,leftright
99.0,-50.0,1009.0,leftright
188.0,-90.0,998.0,leftright
196.0,-98.0,990.0,leftright
175.0,-98.0,1020.0,leftright
106.0,-99.0,965.0,leftright
188.0,-68.0,1018.0,leftright
313.0,-77.0,1004.0,leftright
371.0,-67.0,999.0,leftright
401.0,-52.0,999.0,leftright
411.0,-48.0,1002.0,leftright
429.0,-45.0,1016.0,leftright
457.0,-31.0,996.0,leftright
468.0,-18.0,1003.0,leftright
402.0,-14.0,993.0,leftright
345.0,-70.0,1005.0,leftright
377.0,-83.0,992.0,leftright
423.0,2.0,1011.0,leftright
419.0,9.0,996.0,leftright
391.0,14.0,1001.0,leftright
340.0,24.0,1016.0,leftright
299.0,17.0,996.0,leftright
261.0,20.0,1012.0,leftright
233.0,25.0,970.0,leftright
215.0,32.0,1024.0,leftright
194.0,22.0,1004.0,leftright
166.0,9.0,1010.0,leftright
134.0,4.0,1007.0,leftright
115.0,16.0,983.0,leftright
83.0,20.0,1010.0,leftright
14.0,10.0,1001.0,leftright
-38.0,7.0,1018.0,leftright
-115.0,4.0,979.0,leftright
-175.0,11.0,999.0,leftright
-206.0,14.0,1016.0,leftright
-253.0,12.0,972.0,leftright
-276.0,15.0,1038.0,leftright
-287.0,-3.0,1009.0,leftright
-312.0,8.0,986.0,leftright
-368.0,3.0,1005.0,leftright
-383.0,10.0,997.0,leftright
-411.0,10.0,995.0,leftright
-446.0,5.0,1013.0,leftright
-465.0,0.0,1010.0,leftright
-404.0,20.0,1007.0,leftright
-414.0,31.0,1015.0,leftright
-513.0,-10.0,1019.0,leftright
-535.0,6.0,950.0,leftright
-508.0,15.0,1016.0,leftright
-478.0,-1.0,1001.0,leftright
-403.0,-5.0,998.0,leftright
-278.0,-18.0,1016.0,leftright
-148.0,-27.0,1003.0,leftright
-41.0,-38.0,988.0,leftright
105.0,-36.0,1018.0,leftright
210.0,-30.0,994.0,leftright
347.0,-11.0,1008.0,leftright
511.0,34.0,989.0,leftright
632.0,47.0,1216.0,leftright
669.0,18.0,1157.0,leftright
682.0,-39.0,1093.0,leftright
686.0,-56.0,1015.0,leftright
681.0,-20.0,918.0,leftright
655.0,-32.0,903.0,leftright
604.0,-19.0,871.0,leftright
519.0,-20.0,820.0,leftright
381.0,-16.0,793.0,leftright
222.0,-12.0,809.0,leftright
37.0,-7.0,1035.0,leftright
-126.0,-20.0,928.0,leftright
-317.0,22.0,1318.0,leftright
-585.0,98.0,914.0,leftright
-522.0,-72.0,987.0,leftright
-426.0,-103.0,980.0,leftright
-459.0,-2.0,960.0,leftright
-488.0,7.0,1027.0,leftright
-450.0,-20.0,1026.0,leftright
-261.0,-10.0,991.0,leftright
-300.0,76.0,1006.0,leftright
-315.0,10.0,1014.0,leftright
-266.0,7.0,1034.0,leftright
-178.0,0.0,1008.0,leftright
-68.0,9.0,924.0,leftright
-13.0,6.0,1029.0,leftright
61.0,-12.0,1003.0,leftright
157.0,0.0,1004.0,leftright
196.0,-15.0,1004.0,leftright
277.0,-25.0,1005.0,leftright
312.0,-22.0,1002.0,leftright
259.0,-55.0,984.0,leftright
295.0,66.0,1014.0,leftright
326.0,-12.0,989.0,leftright
440.0,61.0,993.0,leftright
375.0,2.0,998.0,leftright
284.0,11.0,1035.0,leftright
254.0,-13.0,1008.0,leftright
212.0,-9.0,1003.0,leftright
180.0,-1.0,1011.0,leftright
134.0,-4.0,988.0,leftright
77.0,-14.0,1008.0,leftright
6.0,-10.0,999.0,leftright
-44.0,-11.0,984.0,leftright
-143.0,-26.0,1011.0,leftright
-222.0,-26.0,1000.0,leftright
-319.0,-45.0,1019.0,leftright
-404.0,-50.0,1007.0,leftright
-444.0,-28.0,993.0,leftright
-468.0,-26.0,1005.0,leftright
-505.0,6.0,1003.0,leftright
-369.0,-13.0,1003.0,leftright
-458.0,-32.0,1002.0,leftright
-543.0,9.0,1000.0,leftright
-526.0,12.0,1011.0,leftright
-507.0,-10.0,992.0,leftright
-464.0,0.0,1014.0,leftright
-403.0,6.0,1002.0,leftright
-345.0,-7.0,1006.0,leftright
-261.0,5.0,1000.0,leftright
-198.0,-1.0,975.0,leftright
-145.0,-16.0,1046.0,leftright
-106.0,-32.0,970.0,leftright
-36.0,-24.0,1009.0,leftright
-25.0,-48.0,1018.0,leftright
46.0,-25.0,974.0,leftright
101.0,-40.0,1005.0,leftright
176.0,-24.0,995.0,leftright
252.0,-13.0,1038.0,leftright
273.0,-21.0,971.0,leftright
330.0,-10.0,1007.0,leftright
355.0,-5.0,1012.0,leftright
358.0,-8.0,989.0,leftright
369.0,-8.0,1007.0,leftright
356.0,-18.0,1004.0,leftright
384.0,-20.0,1007.0,leftright
386.0,-21.0,1007.0,leftright
418.0,-3.0,995.0,leftright
415.0,18.0,1002.0,leftright
206.0,-14.0,1006.0,leftright
265.0,-58.0,1002.0,leftright
339.0,-1.0,994.0,leftright
310.0,4.0,1024.0,leftright
247.0,7.0,988.0,leftright
247.0,11.0,1014.0,leftright
176.0,-18.0,1001.0,leftright
160.0,2.0,1010.0,leftright
144.0,7.0,993.0,leftright
141.0,-6.0,1008.0,leftright
145.0,0.0,991.0,leftright
160.0,9.0,1002.0,leftright
136.0,0.0,1012.0,leftright
133.0,-1.0,1017.0,leftright
116.0,0.0,989.0,leftright
84.0,-8.0,996.0,leftright
48.0,-11.0,1012.0,leftright
43.0,-11.0,996.0,leftright
19.0,-14.0,1019.0,leftright
-45.0,1.0,1003.0,leftright
-82.0,6.0,1002.0,leftright
-121.0,3.0,976.0,leftright
-106.0,4.0,1001.0,leftright
-173.0,3.0,1002.0,leftright
-181.0,10.0,1006.0,leftright
-222.0,9.0,1006.0,leftright
-245.0,7.0,998.0,leftright
-261.0,8.0,1011.0,leftright
-291.0,5.0,1005.0,leftright
-333.0,-5.0,1006.0,leftright
-353.0,4.0,998.0,leftright
-404.0,-4.0,996.0,leftright
-281.0,24.0,1009.0,leftright
-356.0,-6.0,1002.0,leftright
-383.0,15.0,1017.0,leftright
-376.0,23.0,1016.0,leftright
-335.0,5.0,994.0,leftright
-286.0,6.0,991.0,leftright
-220.0,9.0,1005.0,leftright
-166.0,1.0,1002.0,leftright
-94.0,-7.0,1008.0,leftright
-23.0,-12.0,995.0,leftright
67.0,-14.0,1015.0,leftright
146.0,6.0,979.0,leftright
204.0,1.0,1017.0,leftright
268.0,14.0,1015.0,leftright
319.0,4.0,990.0,leftright
379.0,7.0,990.0,leftright
418.0,-1.0,1006.0,leftright
446.0,-13.0,1011.0,leftright
381.0,-12.0,1002.0,leftright
366.0,3.0,1002.0,leftright
352.0,-20.0,1004.0,leftright
313.0,-8.0,992.0,leftright
245.0,2.0,1008.0,leftright
136.0,-8.0,980.0,leftright
50.0,0.0,1035.0,leftright
-36.0,-9.0,1004.0,leftright
-91.0,-7.0,995.0,leftright
-152.0,-4.0,998.0,leftright
-211.0,9.0,999.0,leftright
-269.0,15.0,1016.0,leftright
-339.0,7.0,1005.0,leftright
-370.0,0.0,1007.0,leftright
-308.0,-11.0,999.0,leftright
-304.0,55.0,1001.0,leftright
-365.0,-7.0,1007.0,leftright
-342.0,4.0,1002.0,leftright
-270.0,0.0,997.0,leftright
-192.0,-2.0,1008.0,leftright
-103.0,11.0,993.0,leftright
15.0,15.0,1021.0,leftright
97.0,4.0,995.0,leftright
203.0,3.0,990.0,leftright
284.0,9.0,1016.0,leftright
334.0,-4.0,1000.0,leftright
373.0,-9.0,998.0,leftright
382.0,-32.0,999.0,leftright
264.0,15.0,1012.0,leftright
345.0,6.0,1001.0,leftright
426.0,11.0,1010.0,leftright
492.0,-1.0,994.0,leftright
386.0,-14.0,1002.0,leftright
319.0,-16.0,1021.0,leftright
218.0,-35.0,1003.0,leftright
181.0,-19.0,999.0,leftright
103.0,-25.0,997.0,leftright
34.0,-13.0,997.0,leftright
-8.0,-3.0,1013.0,leftright
-141.0,-18.0,977.0,leftright
-203.0,3.0,989.0,leftright
-289.0,-12.0,1033.0,leftright
-360.0,-19.0,1001.0,leftright
-398.0,1.0,1005.0,leftright
-431.0,2.0,994.0,leftright
-427.0,6.0,1016.0,leftright
-447.0,-12.0,998.0,leftright
-326.0,40.0,1012.0,leftright
-428.0,9.0,1000.0,leftright
-429.0,3.0,1005.0,leftright
-388.0,3.0,1005.0,leftright
-323.0,0.0,1006.0,leftright
-282.0,8.0,1000.0,leftright
-207.0,2.0,981.0,leftright
-189.0,4.0,1011.0,leftright
-152.0,-17.0,1030.0,leftright
-107.0,-23.0,971.0,leftright
-77.0,-31.0,1013.0,leftright
-70.0,-22.0,994.0,leftright
-30.0,-17.0,1012.0,leftright
-18.0,-14.0,1008.0,leftright
-25.0,-25.0,996.0,leftright
-31.0,-20.0,1016.0,leftright
-53.0,-27.0,986.0,leftright
-16.0,-38.0,993.0,leftright
12.0,-15.0,983.0,leftright
47.0,-11.0,994.0,leftright
73.0,-15.0,1074.0,leftright
100.0,-20.0,982.0,leftright
134.0,-7.0,976.0,leftright
162.0,-2.0,1045.0,leftright
196.0,3.0,998.0,leftright
203.0,-6.0,1001.0,leftright
227.0,2.0,996.0,leftright
224.0,-9.0,1017.0,leftright
245.0,-6.0,1008.0,leftright
267.0,-14.0,988.0,leftright
275.0,-9.0,1009.0,leftright
308.0,9.0,995.0,leftright
290.0,-5.0,993.0,leftright
308.0,19.0,990.0,leftright
215.0,-32.0,997.0,leftright
263.0,-9.0,1012.0,leftright
300.0,9.0,1028.0,leftright
277.0,9.0,993.0,leftright
227.0,2.0,1004.0,leftright
211.0,5.0,1021.0,leftright
160.0,7.0,1008.0,leftright
128.0,16.0,1002.0,leftright
95.0,0.0,1007.0,leftright
69.0,7.0,987.0,leftright
75.0,16.0,1003.0,leftright
71.0,-2.0,998.0,leftright
73.0,8.0,1009.0,leftright
81.0,7.0,1009.0,leftright
55.0,0.0,998.0,leftright
72.0,9.0,1008.0,leftright
46.0,9.0,999.0,leftright
37.0,-2.0,988.0,leftright
15.0,-3.0,1004.0,leftright
15.0,-1.0,1009.0,leftright
-43.0,-17.0,1007.0,leftright
-54.0,4.0,989.0,leftright
-74.0,5.0,996.0,leftright
-88.0,11.0,1014.0,leftright
-107.0,10.0,1014.0,leftright
-131.0,5.0,998.0,leftright
-152.0,7.0,998.0,leftright
-154.0,6.0,1022.0,leftright
-175.0,-2.0,1011.0,leftright
-218.0,-6.0,993.0,leftright
-225.0,2.0,991.0,leftright
-259.0,-8.0,999.0,leftright
-292.0,0.0,993.0,leftright
-321.0,4.0,1005.0,leftright
-241.0,28.0,1015.0,leftright
-294.0,-46.0,1019.0,leftright
-304.0,30.0,1010.0,leftright
-314.0,5.0,1000.0,leftright
-254.0,16.0,996.0,leftright
-206.0,13.0,1007.0,leftright
-131.0,24.0,999.0,leftright
-104.0,11.0,998.0,leftright
-12.0,1.0,1004.0,leftright
112.0,17.0,1005.0,leftright
121.0,-11.0,1013.0,leftright
208.0,7.0,996.0,leftright
253.0,8.0,1001.0,leftright
286.0,10.0,1008.0,leftright
330.0,17.0,1005.0,leftright
349.0,-5.0,997.0,leftright
245.0,29.0,1007.0,leftright
279.0,45.0,994.0,leftright
307.0,36.0,997.0,leftright
250.0,-3.0,999.0,leftright
112.0,-7.0,1035.0,leftright
3.0,1.0,994.0,leftright
-97.0,7.0,989.0,leftright
-216.0,-1.0,996.0,leftright
-320.0,-14.0,1011.0,leftright
-387.0,-31.0,1010.0,leftright
-301.0,35.0,994.0,leftright
-336.0,33.0,1006.0,leftright
-343.0,-5.0,998.0,leftright
-287.0,15.0,1023.0,leftright
-242.0,-2.0,997.0,leftright
-190.0,-5.0,1006.0,leftright
-82.0,6.0,987.0,leftright
7.0,0.0,993.0,leftright
78.0,-13.0,999.0,leftright
178.0,-15.0,998.0,leftright
256.0,-10.0,1015.0,leftright
316.0,-10.0,993.0,leftright
360.0,-14.0,1009.0,leftright
402.0,-19.0,1024.0,leftright
365.0,4.0,1001.0,leftright
415.0,25.0,1002.0,leftright
375.0,-28.0,1003.0,leftright
373.0,-1.0,1006.0,leftright
369.0,-20.0,999.0,leftright
330.0,-9.0,1014.0,leftright
338.0,5.0,1017.0,leftright
228.0,-14.0,980.0,leftright
32.0,-10.0,967.0,leftright
-73.0,-14.0,1048.0,leftright
-154.0,-4.0,992.0,leftright
-228.0,-6.0,1014.0,leftright
-315.0,21.0,988.0,leftright
-404.0,17.0,1027.0,leftright
-475.0,1.0,1003.0,leftright
-547.0,6.0,987.0,leftright
-579.0,-35.0,1004.0,leftright
-411.0,101.0,997.0,leftright
-476.0,10.0,1007.0,leftright
-473.0,-8.0,997.0,leftright
-425.0,4.0,1014.0,leftright
-375.0,-11.0,1004.0,leftright
-294.0,-14.0,1022.0,leftright
-172.0,-19.0,950.0,leftright
-53.0,-13.0,1003.0,leftright
35.0,-57.0,1002.0,leftright
125.0,-54.0,1008.0,leftright
259.0,-42.0,1034.0,leftright
343.0,-50.0,992.0,leftright
459.0,-6.0,1004.0,leftright
515.0,44.0,990.0,leftright
534.0,59.0,1036.0,leftright
525.0,56.0,1089.0,leftright
491.0,39.0,982.0,leftright
477.0,-15.0,949.0,leftright
470.0,-2.0,919.0,leftright
444.0,-5.0,894.0,leftright
363.0,-16.0,913.0,leftright
183.0,43.0,1222.0,leftright
141.0,-28.0,1020.0,leftright
-12.0,-48.0,1006.0,leftright
-172.0,3.0,994.0,leftright
-279.0,17.0,1016.0,leftright
-409.0,-8.0,1014.0,leftright
-497.0,8.0,997.0,leftright
-581.0,14.0,1000.0,leftright
-604.0,10.0,1006.0,leftright
-535.0,99.0,1004.0,leftright
-600.0,103.0,1009.0,leftright
-621.0,36.0,1000.0,leftright
-574.0,38.0,1010.0,leftright
-497.0,31.0,974.0,leftright
-425.0,2.0,1023.0,leftright
-311.0,-20.0,977.0,leftright
-261.0,-30.0,1035.0,leftright
-162.0,-45.0,992.0,leftright
-58.0,-70.0,990.0,leftright
30.0,-57.0,996.0,leftright
57.0,-48.0,1031.0,leftright
90.0,-46.0,993.0,leftright
188.0,-44.0,960.0,leftright
197.0,-56.0,1028.0,leftright
203.0,-50.0,1004.0,leftright
262.0,-35.0,992.0,leftright
257.0,-28.0,1017.0,leftright
279.0,-35.0,1008.0,leftright
305.0,-33.0,1003.0,leftright
437.0,-29.0,1016.0,leftright
455.0,-65.0,981.0,leftright
499.0,-71.0,996.0,leftright
520.0,-46.0,1004.0,leftright
416.0,-56.0,1011.0,leftright
489.0,-71.0,1002.0,leftright
526.0,-41.0,980.0,leftright
479.0,-35.0,1008.0,leftright
378.0,-33.0,1000.0,leftright
303.0,-42.0,999.0,leftright
231.0,-42.0,1021.0,leftright
173.0,-39.0,1008.0,leftright
166.0,-22.0,980.0,leftright
126.0,-26.0,1026.0,leftright
81.0,-21.0,981.0,leftright
55.0,-14.0,1009.0,leftright
17.0,-16.0,999.0,leftright
-71.0,0.0,1033.0,leftright
-165.0,11.0,978.0,leftright
-241.0,13.0,1030.0,leftright
-325.0,24.0,977.0,leftright
-402.0,32.0,1014.0,leftright
-474.0,30.0,1006.0,leftright
-554.0,36.0,994.0,leftright
-552.0,47.0,995.0,leftright
-552.0,67.0,1015.0,leftright
-485.0,-5.0,1005.0,leftright
-485.0,55.0,987.0,leftright
-483.0,38.0,998.0,leftright
-357.0,28.0,1011.0,leftright
-249.0,8.0,990.0,leftright
-128.0,6.0,1012.0,leftright
-9.0,-4.0,1009.0,leftright
98.0,-20.0,998.0,leftright
229.0,-49.0,1001.0,leftright
305.0,-53.0,1016.0,leftright
355.0,-46.0,992.0,leftright
418.0,-14.0,1009.0,leftright
468.0,2.0,1002.0,leftright
455.0,24.0,991.0,leftright
428.0,-42.0,1011.0,leftright
507.0,20.0,1001.0,leftright
488.0,18.0,1003.0,leftright
442.0,0.0,1009.0,leftright
371.0,-11.0,984.0,leftright
270.0,-24.0,1003.0,leftright
165.0,-12.0,1003.0,leftright
35.0,-27.0,1009.0,leftright
-119.0,-37.0,984.0,leftright
-237.0,-29.0,1026.0,leftright
-319.0,-15.0,1005.0,leftright
-396.0,4.0,1011.0,leftright
-443.0,13.0,996.0,leftright
-480.0,28.0,991.0,leftright
-562.0,30.0,1009.0,leftright
-405.0,50.0,997.0,leftright
-498.0,17.0,1006.0,leftright
-462.0,33.0,1008.0,leftright
-415.0,13.0,993.0,leftright
-335.0,1.0,1025.0,leftright
-229.0,-7.0,1001.0,leftright
-124.0,-3.0,990.0,leftright
-43.0,-15.0,987.0,leftright
43.0,-38.0,1016.0,leftright
130.0,-32.0,994.0,leftright
183.0,-59.0,1009.0,leftright
279.0,-56.0,1015.0,leftright
342.0,-43.0,1018.0,leftright
386.0,-37.0,987.0,leftright
415.0,-19.0,998.0,leftright
398.0,-3.0,999.0,leftright
325.0,3.0,1002.0,leftright
301.0,-72.0,1000.0,leftright
328.0,0.0,1018.0,leftright
328.0,-4.0,989.0,leftright
317.0,-7.0,1025.0,leftright
265.0,-8.0,1001.0,leftright
247.0,-6.0,994.0,leftright
185.0,-8.0,1007.0,leftright
153.0,-5.0,998.0,leftright
89.0,-15.0,999.0,leftright
10.0,-13.0,1003.0,leftright
-23.0,-10.0,1019.0,leftright
-15.0,-15.0,978.0,leftright
-48.0,1.0,984.0,leftright
-75.0,9.0,1036.0,leftright
-91.0,3.0,990.0,leftright
-97.0,8.0,998.0,leftright
-109.0,5.0,1018.0,leftright
-145.0,9.0,996.0,leftright
-185.0,17.0,1000.0,leftright
-211.0,17.0,1004.0,leftright
-219.0,27.0,997.0,leftright
-257.0,31.0,1005.0,leftright
-272.0,53.0,1005.0,leftright
-306.0,38.0,1007.0,leftright
-324.0,48.0,993.0,leftright
-163.0,40.0,1024.0,leftright
-304.0,32.0,1000.0,leftright
-352.0,74.0,992.0,leftright
-324.0,30.0,1004.0,leftright
-316.0,19.0,1006.0,leftright
-266.0,23.0,998.0,leftright
-244.0,26.0,999.0,leftright
-208.0,30.0,1005.0,leftright
-182.0,16.0,1002.0,leftright
-99.0,6.0,1018.0,leftright
-36.0,-17.0,1018.0,leftright
9.0,-20.0,1009.0,leftright
89.0,-24.0,978.0,leftright
181.0,-25.0,996.0,leftright
210.0,-27.0,1014.0,leftright
252.0,-15.0,1001.0,leftright
314.0,-8.0,1009.0,leftright
296.0,-3.0,988.0,leftright
336.0,11.0,986.0,leftright
384.0,13.0,999.0,leftright
390.0,-9.0,1025.0,leftright
385.0,0.0,1001.0,leftright
353.0,-20.0,1022.0,leftright
330.0,-27.0,1013.0,leftright
278.0,-25.0,1000.0,leftright
193.0,-27.0,988.0,leftright
85.0,-13.0,1008.0,leftright
31.0,-19.0,995.0,leftright
-87.0,-20.0,1001.0,leftright
-201.0,-19.0,1006.0,leftright
-292.0,-11.0,993.0,leftright
-391.0,-13.0,1016.0,leftright
-406.0,5.0,1011.0,leftright
-344.0,45.0,1013.0,leftright
-333.0,-4.0,995.0,leftright
-344.0,46.0,992.0,leftright
-318.0,15.0,1004.0,leftright
-230.0,14.0,1006.0,leftright
-141.0,12.0,1006.0,leftright
-54.0,9.0,989.0,leftright
22.0,17.0,987.0,leftright
95.0,7.0,1021.0,leftright
197.0,-1.0,1012.0,leftright
276.0,-11.0,998.0,leftright
351.0,-11.0,1006.0,leftright
382.0,-17.0,995.0,leftright
322.0,-40.0,999.0,leftright
353.0,11.0,1008.0,leftright
391.0,-22.0,1001.0,leftright
370.0,-4.0,997.0,leftright
316.0,-8.0,1002.0,leftright
209.0,-29.0,989.0,leftright
94.0,-34.0,1018.0,leftright
-27.0,-36.0,1017.0,leftright
-114.0,-36.0,999.0,leftright
-190.0,-13.0,1018.0,leftright
-257.0,2.0,987.0,leftright
-363.0,0.0,1016.0,leftright
-420.0,19.0,992.0,leftright
-424.0,43.0,1007.0,leftright
-349.0,-11.0,999.0,leftright
-351.0,45.0,1010.0,leftright
-340.0,54.0,998.0,leftright
-280.0,23.0,1000.0,leftright
-189.0,40.0,1007.0,leftright
-76.0,29.0,1007.0,leftright
30.0,32.0,990.0,leftright
135.0,15.0,1013.0,leftright
245.0,1.0,1005.0,leftright
337.0,-3.0,1003.0,leftright
416.0,-3.0,1002.0,leftright
418.0,-27.0,998.0,leftright
384.0,25.0,1002.0,leftright
353.0,-23.0,1001.0,leftright
332.0,-25.0,995.0,leftright
314.0,-7.0,1005.0,leftright
204.0,-32.0,1009.0,leftright
56.0,-23.0,992.0,leftright
-96.0,-58.0,1003.0,leftright
-233.0,-53.0,1000.0,leftright
-273.0,-31.0,1004.0,leftright
-314.0,-10.0,1018.0,leftright
-362.0,18.0,1003.0,leftright
-343.0,61.0,1005.0,leftright
-249.0,-9.0,998.0,leftright
-305.0,41.0,1010.0,leftright
-294.0,60.0,1000.0,leftright
-230.0,21.0,995.0,leftright
-132.0,22.0,1008.0,leftright
-51.0,19.0,1000.0,leftright
36.0,18.0,1002.0,leftright
114.0,15.0,993.0,leftright
189.0,6.0,1009.0,leftright
266.0,-5.0,1001.0,leftright
338.0,-9.0,1002.0,leftright
371.0,-43.0,999.0,leftright
341.0,25.0,1014.0,leftright
387.0,-17.0,991.0,leftright
386.0,-45.0,1010.0,leftright
368.0,-13.0,1003.0,leftright
316.0,-40.0,1001.0,leftright
235.0,-47.0,1008.0,leftright
149.0,-26.0,1010.0,leftright
70.0,-14.0,987.0,leftright
-7.0,-10.0,1040.0,leftright
-87.0,-2.0,966.0,leftright
-221.0,0.0,1003.0,leftright
-354.0,-6.0,1013.0,leftright
-417.0,0.0,1009.0,leftright
-490.0,7.0,1001.0,leftright
-501.0,18.0,994.0,leftright
-389.0,51.0,1021.0,leftright
-463.0,23.0,989.0,leftright
-446.0,52.0,1002.0,leftright
-419.0,28.0,991.0,leftright
-392.0,26.0,1019.0,leftright
-358.0,22.0,996.0,leftright
-311.0,17.0,1005.0,leftright
-251.0,9.0,994.0,leftright
-228.0,2.0,992.0,leftright
-162.0,7.0,995.0,leftright
-145.0,-2.0,1013.0,leftright
-67.0,-19.0,995.0,leftright
31.0,-38.0,1049.0,leftright
50.0,-40.0,965.0,leftright
111.0,-43.0,997.0,leftright
121.0,-44.0,1052.0,leftright
174.0,-49.0,969.0,leftright
195.0,-47.0,1002.0,leftright
170.0,-49.0,1012.0,leftright
175.0,-26.0,989.0,leftright
218.0,-14.0,1004.0,leftright
225.0,-11.0,1009.0,leftright
239.0,1.0,1008.0,leftright
258.0,1.0,986.0,leftright
254.0,-3.0,1009.0,leftright
273.0,3.0,1005.0,leftright
282.0,-9.0,1002.0,leftright
309.0,-3.0,999.0,leftright
300.0,9.0,995.0,leftright
199.0,-31.0,1007.0,leftright
245.0,-33.0,1002.0,leftright
325.0,2.0,1003.0,leftright
299.0,12.0,994.0,leftright
268.0,-11.0,1032.0,leftright
223.0,3.0,995.0,leftright
174.0,-10.0,997.0,leftright
147.0,-8.0,1005.0,leftright
132.0,-7.0,1018.0,leftright
95.0,3.0,983.0,leftright
74.0,-4.0,1016.0,leftright
62.0,0.0,983.0,leftright
40.0,0.0,996.0,leftright
21.0,-12.0,996.0,leftright
-9.0,-3.0,1023.0,leftright
-29.0,-3.0,975.0,leftright
-93.0,-10.0,1004.0,leftright
-124.0,4.0,999.0,leftright
-199.0,23.0,1023.0,leftright
-265.0,20.0,992.0,leftright
-335.0,7.0,1000.0,leftright
-395.0,11.0,1008.0,leftright
-413.0,13.0,1007.0,leftright
-408.0,51.0,1005.0,leftright
-364.0,-12.0,996.0,leftright
-402.0,41.0,997.0,leftright
-382.0,28.0,1002.0,leftright
-338.0,-3.0,1006.0,leftright
-254.0,10.0,1005.0,leftright
-171.0,1.0,997.0,leftright
-94.0,0.0,1007.0,leftright
-6.0,-1.0,995.0,leftright
109.0,-9.0,996.0,leftright
195.0,-8.0,1003.0,leftright
262.0,-7.0,1007.0,leftright
360.0,-15.0,1022.0,leftright
369.0,-22.0,988.0,leftright
437.0,-3.0,1005.0,leftright
440.0,-1.0,1003.0,leftright
470.0,-1.0,1008.0,leftright
469.0,19.0,996.0,leftright
442.0,8.0,1001.0,leftright
406.0,8.0,1001.0,leftright
297.0,-2.0,982.0,leftright
190.0,-5.0,1036.0,leftright
102.0,-5.0,999.0,leftright
24.0,2.0,1001.0,leftright
-63.0,5.0,991.0,leftright
-130.0,2.0,1004.0,leftright
-160.0,0.0,990.0,leftright
-218.0,-6.0,1025.0,leftright
-285.0,-5.0,1007.0,leftright
-347.0,-2.0,981.0,leftright
-413.0,-7.0,1008.0,leftright
-432.0,-5.0,1017.0,leftright
-410.0,-29.0,1001.0,leftright
-298.0,69.0,995.0,leftright
-314.0,12.0,998.0,leftright
-272.0,-17.0,995.0,leftright
-244.0,0.0,1006.0,leftright
-152.0,-5.0,1014.0,leftright
-101.0,-24.0,1000.0,leftright
18.0,-6.0,992.0,leftright
108.0,-15.0,1026.0,leftright
154.0,-19.0,997.0,leftright
232.0,-15.0,995.0,leftright
313.0,1.0,997.0,leftright
305.0,-7.0,1008.0,leftright
298.0,-24.0,983.0,leftright
254.0,12.0,1017.0,leftright
308.0,25.0,1002.0,leftright
415.0,44.0,998.0,leftright
357.0,0.0,1019.0,leftright
291.0,-5.0,1011.0,leftright
198.0,-16.0,990.0,leftright
116.0,-21.0,993.0,leftright
71.0,-24.0,1005.0,leftright
-12.0,-25.0,1010.0,leftright
-100.0,-29.0,979.0,leftright
-189.0,-33.0,1019.0,leftright
-295.0,-34.0,997.0,leftright
-371.0,-16.0,1008.0,leftright
-467.0,-30.0,1017.0,leftright
-461.0,6.0,996.0,leftright
-389.0,-10.0,1000.0,leftright
-404.0,-2.0,1010.0,leftright
-396.0,42.0,988.0,leftright
-356.0,27.0,1016.0,leftright
-297.0,24.0,999.0,leftright
-212.0,28.0,992.0,leftright
-147.0,18.0,1025.0,leftright
-79.0,18.0,1004.0,leftright
13.0,3.0,980.0,leftright
98.0,-17.0,1013.0,leftright
218.0,-19.0,1012.0,leftright
326.0,-16.0,998.0,leftright
411.0,-6.0,994.0,leftright
469.0,2.0,1006.0,leftright
497.0,-6.0,1002.0,leftright
386.0,0.0,1009.0,leftright
405.0,13.0,1002.0,leftright
361.0,-35.0,991.0,leftright
338.0,0.0,1008.0,leftright
286.0,-12.0,1015.0,leftright
240.0,-15.0,993.0,leftright
134.0,-17.0,992.0,leftright
44.0,-18.0,1011.0,leftright
-30.0,-3.0,1009.0,leftright
-128.0,-5.0,1000.0,leftright
-246.0,-12.0,993.0,leftright
-327.0,-8.0,996.0,leftright
-420.0,-26.0,999.0,leftright
-461.0,-15.0,1006.0,leftright
-452.0,21.0,1011.0,leftright
-313.0,2.0,1018.0,leftright
-385.0,25.0,975.0,leftright
-315.0,45.0,1006.0,leftright
-254.0,22.0,1009.0,leftright
-210.0,11.0,996.0,leftright
-128.0,20.0,1004.0,leftright
-1.0,8.0,1002.0,updown
