data1,data2,data3,label
329.0,-186.0,-850.0,idle
350.0,-155.0,-843.0,idle
341.0,-143.0,-821.0,idle
323.0,-151.0,-886.0,idle
342.0,-166.0,-905.0,idle
363.0,-162.0,-919.0,idle
387.0,-169.0,-934.0,idle
396.0,-171.0,-932.0,idle
385.0,-127.0,-907.0,idle
358.0,-96.0,-881.0,idle
276.0,-70.0,-845.0,idle
215.0,-110.0,-843.0,idle
207.0,-144.0,-898.0,idle
206.0,-145.0,-935.0,idle
196.0,-122.0,-958.0,idle
177.0,-144.0,-955.0,idle
151.0,-161.0,-962.0,idle
145.0,-157.0,-950.0,idle
140.0,-115.0,-951.0,idle
136.0,-75.0,-945.0,idle
131.0,-68.0,-951.0,idle
143.0,-37.0,-950.0,idle
173.0,-44.0,-947.0,idle
166.0,-69.0,-959.0,idle
146.0,-76.0,-955.0,idle
131.0,-29.0,-945.0,idle
124.0,-3.0,-974.0,idle
123.0,4.0,-978.0,idle
106.0,-1.0,-951.0,idle
87.0,0.0,-979.0,idle
107.0,-4.0,-1002.0,idle
141.0,28.0,-998.0,idle
154.0,41.0,-977.0,idle
131.0,63.0,-1017.0,idle
107.0,69.0,-1004.0,idle
76.0,80.0,-990.0,idle
71.0,109.0,-991.0,idle
64.0,125.0,-1013.0,idle
54.0,93.0,-1031.0,idle
64.0,42.0,-1096.0,idle
97.0,30.0,-1141.0,idle
121.0,51.0,-1175.0,idle
137.0,58.0,-1178.0,idle
152.0,91.0,-1133.0,idle
136.0,162.0,-1102.0,idle
172.0,182.0,-1089.0,idle
201.0,196.0,-1064.0,idle
209.0,192.0,-1073.0,idle
224.0,178.0,-1078.0,idle
214.0,186.0,-1049.0,idle
163.0,167.0,-1012.0,idle
117.0,144.0,-1006.0,idle
69.0,159.0,-977.0,idle
54.0,153.0,-974.0,idle
65.0,145.0,-997.0,idle
76.0,154.0,-1001.0,idle
67.0,146.0,-984.0,idle
34.0,164.0,-979.0,idle
5.0,173.0,-926.0,idle
-15.0,166.0,-925.0,idle
-33.0,175.0,-935.0,idle
-23.0,151.0,-947.0,idle
-15.0,124.0,-973.0,idle
-10.0,105.0,-965.0,idle
-29.0,103.0,-937.0,idle
-62.0,91.0,-927.0,idle
-103.0,110.0,-935.0,idle
-131.0,126.0,-909.0,idle
-158.0,100.0,-913.0,idle
-159.0,75.0,-945.0,idle
-139.0,65.0,-951.0,idle
-118.0,48.0,-966.0,idle
-110.0,30.0,-972.0,idle
-129.0,43.0,-972.0,idle
-142.0,42.0,-952.0,idle
-175.0,30.0,-961.0,idle
-193.0,20.0,-978.0,idle
-168.0,8.0,-983.0,idle
-128.0,-4.0,-977.0,idle
-93.0,-12.0,-989.0,idle
-83.0,25.0,-1002.0,idle
-74.0,48.0,-956.0,idle
-87.0,61.0,-969.0,idle
-87.0,54.0,-990.0,idle
-78.0,54.0,-991.0,idle
-63.0,40.0,-1003.0,idle
-29.0,34.0,-1028.0,idle
-5.0,50.0,-1030.0,idle
11.0,26.0,-1037.0,idle
22.0,8.0,-1062.0,idle
29.0,12.0,-1058.0,idle
56.0,-5.0,-1062.0,idle
85.0,-11.0,-1079.0,idle
79.0,-19.0,-1074.0,idle
48.0,-17.0,-1053.0,idle
25.0,-5.0,-1067.0,idle
25.0,3.0,-1059.0,idle
20.0,24.0,-1038.0,idle
15.0,40.0,-1022.0,idle
8.0,47.0,-958.0,idle
1.0,33.0,-949.0,idle
19.0,21.0,-975.0,idle
22.0,37.0,-944.0,idle
6.0,38.0,-953.0,idle
-2.0,42.0,-945.0,idle
14.0,20.0,-961.0,idle
23.0,9.0,-991.0,idle
35.0,13.0,-999.0,idle
38.0,18.0,-1002.0,idle
40.0,20.0,-996.0,idle
42.0,17.0,-985.0,idle
56.0,-2.0,-992.0,idle
84.0,-13.0,-1014.0,idle
105.0,-10.0,-1046.0,idle
107.0,-36.0,-1057.0,idle
79.0,-43.0,-1054.0,idle
72.0,-68.0,-1046.0,idle
71.0,-66.0,-1040.0,idle
63.0,-32.0,-1018.0,idle
31.0,-30.0,-1010.0,idle
22.0,-52.0,-1020.0,idle
37.0,-59.0,-1017.0,idle
78.0,-70.0,-1028.0,idle
106.0,-69.0,-1044.0,idle
111.0,-63.0,-1058.0,idle
89.0,-64.0,-1057.0,idle
57.0,-60.0,-1057.0,idle
47.0,-46.0,-1042.0,idle
9.0,-28.0,-1001.0,idle
13.0,-1.0,-972.0,idle
44.0,-16.0,-963.0,idle
55.0,-2.0,-966.0,idle
45.0,14.0,-950.0,idle
22.0,15.0,-922.0,idle
10.0,-6.0,-944.0,idle
5.0,-21.0,-962.0,idle
41.0,-25.0,-962.0,idle
102.0,-26.0,-993.0,idle
131.0,-16.0,-1000.0,idle
123.0,-4.0,-992.0,idle
95.0,25.0,-947.0,idle
63.0,65.0,-929.0,idle
61.0,60.0,-961.0,idle
86.0,15.0,-987.0,idle
126.0,-8.0,-1006.0,idle
119.0,9.0,-1010.0,idle
124.0,9.0,-986.0,idle
136.0,10.0,-1009.0,idle
166.0,17.0,-1014.0,idle
204.0,18.0,-1016.0,idle
227.0,30.0,-1024.0,idle
218.0,50.0,-1007.0,idle
182.0,53.0,-985.0,idle
152.0,51.0,-966.0,idle
120.0,92.0,-963.0,idle
134.0,89.0,-976.0,idle
185.0,49.0,-1003.0,idle
218.0,40.0,-1006.0,idle
203.0,38.0,-1003.0,idle
165.0,36.0,-1014.0,idle
140.0,24.0,-1000.0,idle
136.0,27.0,-986.0,idle
127.0,18.0,-1000.0,idle
95.0,20.0,-999.0,idle
104.0,19.0,-1001.0,idle
104.0,23.0,-1000.0,idle
101.0,30.0,-976.0,idle
88.0,26.0,-998.0,idle
112.0,21.0,-997.0,idle
129.0,49.0,-992.0,idle
142.0,51.0,-998.0,idle
157.0,56.0,-994.0,idle
165.0,66.0,-984.0,idle
160.0,81.0,-973.0,idle
139.0,82.0,-976.0,idle
111.0,69.0,-982.0,idle
89.0,42.0,-986.0,idle
72.0,28.0,-1000.0,idle
76.0,17.0,-1009.0,idle
81.0,12.0,-1016.0,idle
86.0,1.0,-1019.0,idle
74.0,14.0,-995.0,idle
80.0,2.0,-1000.0,idle
89.0,-7.0,-1011.0,idle
94.0,-4.0,-997.0,idle
83.0,10.0,-989.0,idle
76.0,10.0,-996.0,idle
78.0,13.0,-1001.0,idle
90.0,10.0,-1010.0,idle
85.0,29.0,-1003.0,idle
81.0,27.0,-995.0,idle
79.0,11.0,-1017.0,idle
78.0,2.0,-1020.0,idle
68.0,3.0,-1018.0,idle
67.0,5.0,-1020.0,idle
76.0,12.0,-1010.0,idle
90.0,21.0,-993.0,idle
91.0,30.0,-993.0,idle
100.0,41.0,-985.0,idle
95.0,45.0,-983.0,idle
85.0,53.0,-985.0,idle
90.0,63.0,-959.0,idle
69.0,75.0,-943.0,idle
59.0,52.0,-956.0,idle
73.0,23.0,-987.0,idle
78.0,12.0,-1014.0,idle
75.0,10.0,-1015.0,idle
60.0,7.0,-1007.0,idle
47.0,-2.0,-1011.0,idle
63.0,-7.0,-1018.0,idle
79.0,1.0,-1029.0,idle
108.0,6.0,-1046.0,idle
114.0,20.0,-1038.0,idle
97.0,41.0,-1015.0,idle
75.0,58.0,-1004.0,idle
62.0,50.0,-989.0,idle
64.0,31.0,-988.0,idle
77.0,35.0,-1005.0,idle
79.0,34.0,-1006.0,idle
58.0,39.0,-1000.0,idle
49.0,44.0,-984.0,idle
39.0,48.0,-976.0,idle
53.0,49.0,-977.0,idle
59.0,46.0,-973.0,idle
53.0,60.0,-966.0,idle
37.0,43.0,-968.0,idle
18.0,12.0,-988.0,idle
16.0,-17.0,-1004.0,idle
25.0,-39.0,-1027.0,idle
29.0,-54.0,-1021.0,idle
13.0,-44.0,-1004.0,idle
-19.0,-38.0,-1010.0,idle
-32.0,-34.0,-998.0,idle
-24.0,-13.0,-1000.0,idle
4.0,-5.0,-1010.0,idle
31.0,0.0,-1030.0,idle
49.0,18.0,-1018.0,idle
54.0,27.0,-1020.0,idle
41.0,24.0,-998.0,idle
39.0,11.0,-1007.0,idle
55.0,-5.0,-1032.0,idle
60.0,-13.0,-1034.0,idle
48.0,-4.0,-1028.0,idle
31.0,-6.0,-1015.0,idle
13.0,-1.0,-989.0,idle
6.0,4.0,-972.0,idle
7.0,12.0,-976.0,idle
2.0,31.0,-952.0,idle
5.0,16.0,-972.0,idle
20.0,-11.0,-996.0,idle
37.0,-11.0,-1006.0,idle
41.0,-23.0,-1022.0,idle
23.0,-43.0,-1029.0,idle
3.0,-45.0,-1003.0,idle
-26.0,-31.0,-973.0,idle
-42.0,-22.0,-969.0,idle
-36.0,-31.0,-987.0,idle
-10.0,-27.0,-1009.0,idle
-11.0,-15.0,-1012.0,idle
-18.0,-14.0,-1023.0,idle
-24.0,-18.0,-1039.0,idle
-10.0,-13.0,-1059.0,idle
-3.0,-26.0,-1074.0,idle
1.0,-45.0,-1091.0,idle
7.0,-56.0,-1089.0,idle
18.0,-56.0,-1044.0,idle
8.0,-59.0,-1033.0,idle
8.0,-59.0,-1019.0,idle
-2.0,-56.0,-995.0,idle
-36.0,-71.0,-974.0,idle
-38.0,-82.0,-939.0,idle
-13.0,-86.0,-916.0,idle
20.0,-91.0,-971.0,idle
46.0,-96.0,-1019.0,idle
61.0,-102.0,-1021.0,idle
50.0,-90.0,-1014.0,idle
42.0,-71.0,-994.0,idle
28.0,-70.0,-992.0,idle
8.0,-81.0,-977.0,idle
-18.0,-93.0,-952.0,idle
-21.0,-104.0,-950.0,idle
-11.0,-93.0,-945.0,idle
-9.0,-72.0,-928.0,idle
1.0,-51.0,-898.0,idle
-1.0,-45.0,-926.0,idle
-4.0,-75.0,-946.0,idle
-4.0,-110.0,-950.0,idle
-7.0,-123.0,-994.0,idle
6.0,-138.0,-1010.0,idle
14.0,-151.0,-1028.0,idle
16.0,-158.0,-1031.0,idle
4.0,-175.0,-1032.0,idle
-12.0,-147.0,-1002.0,idle
9.0,-124.0,-993.0,idle
17.0,-108.0,-986.0,idle
31.0,-112.0,-985.0,idle
63.0,-107.0,-985.0,idle
64.0,-102.0,-992.0,idle
69.0,-102.0,-996.0,idle
77.0,-106.0,-990.0,idle
49.0,-113.0,-974.0,idle
43.0,-101.0,-980.0,idle
52.0,-93.0,-974.0,idle
29.0,-90.0,-960.0,idle
15.0,-94.0,-970.0,idle
26.0,-91.0,-948.0,idle
33.0,-79.0,-961.0,idle
57.0,-74.0,-965.0,idle
97.0,-50.0,-951.0,idle
137.0,-45.0,-974.0,idle
163.0,-38.0,-1008.0,idle
170.0,-35.0,-1020.0,idle
166.0,-19.0,-1022.0,idle
150.0,-8.0,-981.0,idle
142.0,-2.0,-977.0,idle
127.0,-2.0,-966.0,idle
105.0,-1.0,-945.0,idle
107.0,0.0,-957.0,idle
154.0,-16.0,-987.0,idle
188.0,-32.0,-1020.0,idle
209.0,-36.0,-1035.0,idle
221.0,-38.0,-1047.0,idle
220.0,-29.0,-1037.0,idle
207.0,-17.0,-1026.0,idle
204.0,-9.0,-1025.0,idle
193.0,-8.0,-1021.0,idle
182.0,-8.0,-1012.0,idle
169.0,-12.0,-1001.0,idle
156.0,-8.0,-989.0,idle
155.0,-13.0,-983.0,idle
163.0,-12.0,-992.0,idle
191.0,-3.0,-1002.0,idle
202.0,20.0,-1008.0,idle
208.0,41.0,-998.0,idle
195.0,45.0,-999.0,idle
183.0,35.0,-994.0,idle
167.0,27.0,-986.0,idle
169.0,18.0,-986.0,idle
177.0,25.0,-992.0,idle
171.0,20.0,-981.0,idle
154.0,11.0,-983.0,idle
126.0,4.0,-970.0,idle
114.0,-3.0,-956.0,idle
120.0,-9.0,-971.0,idle
130.0,-7.0,-982.0,idle
140.0,-10.0,-992.0,idle
152.0,-3.0,-998.0,idle
166.0,5.0,-1001.0,idle
177.0,8.0,-1012.0,idle
175.0,7.0,-999.0,idle
158.0,8.0,-1002.0,idle
148.0,7.0,-996.0,idle
134.0,2.0,-980.0,idle
114.0,4.0,-970.0,idle
117.0,-3.0,-979.0,idle
133.0,-8.0,-988.0,idle
151.0,-4.0,-995.0,idle
164.0,2.0,-1000.0,idle
164.0,5.0,-1007.0,idle
154.0,6.0,-1002.0,idle
139.0,8.0,-997.0,idle
135.0,8.0,-996.0,idle
130.0,1.0,-995.0,idle
125.0,-5.0,-995.0,idle
117.0,-3.0,-994.0,idle
109.0,-6.0,-988.0,idle
98.0,-11.0,-983.0,idle
88.0,-22.0,-974.0,idle
91.0,-37.0,-967.0,idle
96.0,-34.0,-988.0,idle
97.0,-32.0,-987.0,idle
110.0,-40.0,-992.0,idle
109.0,-39.0,-1010.0,idle
97.0,-40.0,-1009.0,idle
80.0,-35.0,-999.0,idle
72.0,-31.0,-989.0,idle
58.0,-33.0,-985.0,idle
51.0,-34.0,-991.0,idle
55.0,-39.0,-993.0,idle
48.0,-47.0,-1004.0,idle
42.0,-49.0,-989.0,idle
3.0,-55.0,-966.0,idle
-39.0,-67.0,-942.0,idle
-72.0,-81.0,-945.0,idle
-72.0,-90.0,-936.0,idle
-73.0,-93.0,-940.0,idle
-69.0,-75.0,-939.0,idle
-81.0,-52.0,-925.0,idle
-91.0,-21.0,-894.0,idle
-87.0,7.0,-875.0,idle
-45.0,15.0,-852.0,idle
10.0,24.0,-850.0,idle
113.0,48.0,-885.0,idle
192.0,98.0,-919.0,idle
232.0,178.0,-905.0,idle
274.0,203.0,-903.0,idle
295.0,198.0,-893.0,idle
280.0,162.0,-873.0,idle
281.0,132.0,-875.0,idle
285.0,127.0,-856.0,idle
275.0,124.0,-819.0,idle
273.0,123.0,-816.0,idle
284.0,138.0,-813.0,idle
321.0,192.0,-806.0,idle
367.0,239.0,-812.0,idle
398.0,249.0,-803.0,idle
408.0,237.0,-817.0,idle
445.0,239.0,-820.0,idle
490.0,257.0,-799.0,idle
516.0,307.0,-760.0,idle
567.0,340.0,-760.0,idle
637.0,359.0,-780.0,idle
708.0,371.0,-816.0,idle
777.0,381.0,-809.0,idle
808.0,364.0,-798.0,idle
796.0,371.0,-794.0,idle
782.0,395.0,-773.0,idle
760.0,421.0,-751.0,idle
754.0,445.0,-736.0,idle
737.0,488.0,-694.0,idle
697.0,558.0,-615.0,idle
662.0,612.0,-564.0,idle
632.0,622.0,-548.0,idle
602.0,625.0,-526.0,idle
613.0,655.0,-524.0,idle
627.0,676.0,-536.0,idle
626.0,703.0,-519.0,idle
597.0,731.0,-482.0,idle
579.0,749.0,-457.0,idle
575.0,757.0,-445.0,idle
566.0,776.0,-438.0,idle
529.0,771.0,-406.0,idle
480.0,753.0,-379.0,idle
441.0,747.0,-356.0,idle
446.0,725.0,-352.0,idle
434.0,863.0,-277.0,idle
474.0,964.0,-285.0,idle
540.0,996.0,-292.0,idle
566.0,976.0,-310.0,idle
553.0,935.0,-312.0,idle
503.0,890.0,-305.0,idle
442.0,870.0,-280.0,idle
401.0,881.0,-241.0,idle
376.0,915.0,-216.0,idle
413.0,976.0,-220.0,idle
452.0,1010.0,-244.0,idle
459.0,1003.0,-229.0,idle
455.0,977.0,-225.0,idle
413.0,962.0,-218.0,idle
359.0,952.0,-193.0,idle
312.0,951.0,-177.0,idle
262.0,956.0,-149.0,idle
227.0,963.0,-133.0,idle
221.0,986.0,-127.0,idle
229.0,986.0,-134.0,idle
235.0,994.0,-128.0,idle
279.0,1026.0,-119.0,idle
293.0,1017.0,-161.0,idle
242.0,997.0,-136.0,idle
153.0,980.0,-108.0,idle
89.0,948.0,-97.0,idle
68.0,938.0,-110.0,idle
83.0,954.0,-112.0,idle
96.0,973.0,-118.0,idle
77.0,978.0,-106.0,idle
27.0,965.0,-88.0,idle
-20.0,948.0,-78.0,idle
-56.0,921.0,-65.0,idle
-77.0,913.0,-68.0,idle
-68.0,926.0,-66.0,idle
-42.0,946.0,-72.0,idle
-30.0,970.0,-54.0,idle
-38.0,996.0,-38.0,idle
-39.0,1020.0,-18.0,idle
-38.0,1033.0,-14.0,idle
-60.0,1029.0,-8.0,idle
-74.0,1004.0,-14.0,idle
-87.0,976.0,-31.0,idle
-119.0,950.0,-27.0,idle
-170.0,910.0,2.0,idle
-182.0,893.0,5.0,idle
-163.0,899.0,-7.0,idle
-136.0,914.0,-19.0,idle
-128.0,929.0,-17.0,idle
-129.0,930.0,-19.0,idle
-150.0,937.0,-25.0,idle
-172.0,962.0,-18.0,idle
-197.0,976.0,-5.0,idle
-226.0,969.0,5.0,idle
-213.0,964.0,-15.0,idle
-177.0,980.0,-53.0,idle
-167.0,1000.0,-88.0,idle
-158.0,1013.0,-115.0,idle
-136.0,1009.0,-140.0,idle
-124.0,1008.0,-169.0,idle
-93.0,1042.0,-170.0,idle
-47.0,1137.0,-133.0,idle
-77.0,1226.0,-39.0,idle
-189.0,1212.0,85.0,idle
-258.0,1168.0,148.0,idle
-283.0,1122.0,145.0,idle
-276.0,1080.0,122.0,idle
-254.0,1049.0,72.0,idle
-240.0,1016.0,24.0,idle
-228.0,984.0,6.0,idle
-214.0,971.0,-6.0,idle
-218.0,962.0,-5.0,idle
-236.0,967.0,-3.0,idle
-263.0,976.0,8.0,idle
-278.0,980.0,18.0,idle
-242.0,986.0,5.0,idle
-185.0,1018.0,-14.0,idle
-160.0,1049.0,0.0,idle
-182.0,1042.0,-9.0,idle
-209.0,998.0,-3.0,idle
-245.0,949.0,-8.0,idle
-278.0,912.0,-9.0,idle
-289.0,892.0,-11.0,idle
-269.0,892.0,-10.0,idle
-231.0,902.0,-9.0,idle
-195.0,921.0,-15.0,idle
-206.0,931.0,6.0,idle
-207.0,942.0,29.0,idle
-199.0,963.0,36.0,idle
-185.0,966.0,39.0,idle
-142.0,960.0,25.0,idle
-99.0,973.0,9.0,idle
-132.0,1004.0,15.0,idle
-169.0,1026.0,55.0,idle
-171.0,1018.0,60.0,idle
-141.0,1002.0,54.0,idle
-116.0,987.0,25.0,idle
-91.0,977.0,4.0,idle
-84.0,975.0,-3.0,idle
-76.0,987.0,-7.0,idle
-86.0,987.0,-1.0,idle
-130.0,997.0,18.0,idle
-138.0,993.0,20.0,idle
-121.0,979.0,4.0,idle
-112.0,981.0,0.0,idle
-104.0,986.0,5.0,idle
-76.0,989.0,5.0,idle
-44.0,1012.0,4.0,idle
-31.0,1027.0,14.0,idle
-27.0,1034.0,29.0,idle
-25.0,1042.0,25.0,idle
-43.0,1031.0,21.0,idle
-55.0,1009.0,29.0,idle
-56.0,996.0,38.0,idle
-50.0,995.0,40.0,idle
-40.0,998.0,39.0,idle
-15.0,1012.0,37.0,idle
-1.0,1020.0,38.0,idle
5.0,1023.0,39.0,idle
4.0,1027.0,47.0,idle
5.0,1025.0,48.0,idle
3.0,1020.0,37.0,idle
-8.0,1016.0,36.0,idle
-22.0,1016.0,49.0,idle
-24.0,1013.0,52.0,idle
-15.0,1010.0,48.0,idle
-4.0,1003.0,48.0,idle
1.0,998.0,48.0,idle
9.0,1004.0,43.0,idle
6.0,1004.0,45.0,idle
5.0,1004.0,50.0,idle
6.0,1005.0,47.0,idle
7.0,1001.0,40.0,idle
-9.0,998.0,48.0,idle
-16.0,999.0,57.0,idle
-13.0,1011.0,68.0,idle
-29.0,1019.0,70.0,idle
-28.0,1015.0,66.0,idle
-21.0,1005.0,67.0,idle
-10.0,999.0,47.0,idle
-18.0,995.0,51.0,idle
-43.0,1005.0,55.0,idle
-64.0,1019.0,66.0,idle
-58.0,1024.0,79.0,idle
-34.0,1025.0,78.0,idle
-15.0,1026.0,71.0,idle
-2.0,1016.0,67.0,idle
-3.0,1013.0,71.0,idle
-11.0,1017.0,76.0,idle
-19.0,1019.0,76.0,idle
-19.0,1016.0,67.0,idle
-12.0,1011.0,58.0,idle
-9.0,1015.0,65.0,idle
-24.0,1025.0,74.0,idle
-24.0,1027.0,85.0,idle
-4.0,1028.0,84.0,idle
11.0,1029.0,78.0,idle
8.0,1019.0,76.0,idle
-7.0,1007.0,80.0,idle
-12.0,993.0,82.0,idle
-10.0,988.0,67.0,idle
-1.0,989.0,64.0,idle
8.0,991.0,62.0,idle
14.0,985.0,59.0,idle
12.0,981.0,55.0,idle
-3.0,991.0,58.0,idle
-21.0,999.0,72.0,idle
-38.0,1005.0,77.0,idle
-41.0,1003.0,86.0,idle
-30.0,1006.0,104.0,idle
-9.0,1013.0,100.0,idle
19.0,1008.0,91.0,idle
18.0,998.0,87.0,idle
-8.0,991.0,79.0,idle
-47.0,985.0,82.0,idle
-53.0,980.0,86.0,idle
-36.0,986.0,86.0,idle
-27.0,989.0,97.0,idle
-16.0,990.0,98.0,idle
3.0,996.0,95.0,idle
7.0,1006.0,95.0,idle
-9.0,1006.0,92.0,idle
-32.0,1005.0,101.0,idle
-45.0,1003.0,118.0,idle
-35.0,1006.0,122.0,idle
-17.0,1007.0,122.0,idle
-14.0,1004.0,119.0,idle
-23.0,997.0,123.0,idle
-40.0,997.0,124.0,idle
-44.0,1008.0,119.0,idle
-50.0,1004.0,123.0,idle
-39.0,994.0,126.0,idle
-11.0,989.0,117.0,idle
-1.0,987.0,113.0,idle
-5.0,985.0,120.0,idle
-15.0,987.0,119.0,idle
-30.0,997.0,109.0,idle
-35.0,1006.0,116.0,idle
-34.0,1015.0,125.0,idle
-18.0,1019.0,134.0,idle
-10.0,1017.0,137.0,idle
-14.0,1010.0,128.0,idle
-15.0,1008.0,125.0,idle
-25.0,1001.0,131.0,idle
-24.0,1007.0,132.0,idle
-30.0,1017.0,131.0,idle
-50.0,1011.0,141.0,idle
-56.0,1000.0,136.0,idle
-43.0,991.0,130.0,idle
-35.0,985.0,130.0,idle
-29.0,983.0,130.0,idle
-16.0,986.0,124.0,idle
-21.0,989.0,126.0,idle
-26.0,991.0,130.0,idle
-16.0,997.0,127.0,idle
-11.0,998.0,129.0,idle
-18.0,1000.0,130.0,idle
-15.0,1005.0,130.0,idle
-17.0,995.0,127.0,idle
-34.0,988.0,127.0,idle
-47.0,991.0,127.0,idle
-60.0,996.0,131.0,idle
-65.0,990.0,132.0,idle
-55.0,994.0,129.0,idle
-55.0,999.0,132.0,idle
-36.0,1005.0,122.0,idle
-35.0,1014.0,122.0,idle
-54.0,1016.0,121.0,idle
-52.0,1013.0,124.0,idle
-42.0,1010.0,126.0,idle
-40.0,1007.0,127.0,idle
-38.0,998.0,122.0,idle
-38.0,991.0,120.0,idle
-41.0,987.0,116.0,idle
-42.0,982.0,116.0,idle
-37.0,979.0,119.0,idle
-27.0,977.0,122.0,idle
-18.0,982.0,121.0,idle
-21.0,990.0,124.0,idle
-20.0,987.0,121.0,idle
-15.0,981.0,117.0,idle
-6.0,982.0,114.0,idle
-6.0,995.0,113.0,idle
-25.0,1010.0,120.0,idle
-19.0,1029.0,123.0,idle
-10.0,1034.0,123.0,idle
-15.0,1030.0,124.0,idle
-24.0,1020.0,123.0,idle
-33.0,1015.0,120.0,idle
-45.0,1013.0,124.0,idle
-48.0,1009.0,126.0,idle
-47.0,997.0,121.0,idle
-52.0,979.0,113.0,idle
-49.0,968.0,111.0,idle
-34.0,968.0,108.0,idle
-22.0,978.0,110.0,idle
-23.0,990.0,115.0,idle
-25.0,990.0,117.0,idle
-27.0,988.0,116.0,idle
-37.0,990.0,115.0,idle
-40.0,994.0,125.0,idle
-35.0,999.0,125.0,idle
-33.0,999.0,125.0,idle
-30.0,995.0,119.0,idle
-26.0,998.0,116.0,idle
-31.0,991.0,116.0,idle
-33.0,981.0,112.0,idle
-28.0,982.0,109.0,idle
-33.0,986.0,108.0,idle
-46.0,985.0,108.0,idle
-56.0,981.0,110.0,idle
-53.0,981.0,113.0,idle
-47.0,986.0,118.0,idle
-50.0,989.0,122.0,idle
-53.0,988.0,127.0,idle
-55.0,984.0,127.0,idle
-49.0,981.0,124.0,idle
-41.0,985.0,121.0,idle
-45.0,993.0,128.0,idle
-54.0,994.0,129.0,idle
-59.0,991.0,132.0,idle
-58.0,990.0,134.0,idle
-48.0,996.0,138.0,idle
-33.0,1002.0,139.0,idle
-29.0,1004.0,142.0,idle
-28.0,1007.0,143.0,idle
-32.0,1013.0,143.0,idle
-40.0,1018.0,148.0,idle
-41.0,1023.0,150.0,idle
-44.0,1031.0,152.0,idle
-49.0,1040.0,149.0,idle
-49.0,1035.0,151.0,idle
-42.0,1034.0,143.0,idle
-32.0,1028.0,141.0,idle
-35.0,1026.0,137.0,idle
-51.0,1018.0,137.0,idle
-65.0,1012.0,137.0,idle
-73.0,1004.0,140.0,idle
-87.0,996.0,134.0,idle
-91.0,989.0,129.0,idle
-85.0,985.0,127.0,idle
-65.0,986.0,129.0,idle
-45.0,992.0,135.0,idle
-42.0,987.0,138.0,idle
-52.0,985.0,139.0,idle
-63.0,976.0,139.0,idle
-60.0,970.0,134.0,idle
-54.0,977.0,137.0,idle
-45.0,984.0,142.0,idle
-40.0,992.0,146.0,idle
-46.0,996.0,149.0,idle
-52.0,990.0,140.0,idle
-54.0,986.0,138.0,idle
-57.0,989.0,135.0,idle
-54.0,991.0,136.0,idle
-42.0,997.0,137.0,idle
-42.0,1003.0,133.0,idle
-48.0,1002.0,140.0,idle
-51.0,1003.0,139.0,idle
-64.0,1003.0,146.0,idle
-69.0,1000.0,150.0,idle
-61.0,1000.0,148.0,idle
-57.0,993.0,145.0,idle
-60.0,989.0,136.0,idle
-67.0,984.0,136.0,idle
-71.0,979.0,144.0,idle
-71.0,976.0,140.0,idle
-70.0,973.0,137.0,idle
-64.0,982.0,146.0,idle
-61.0,996.0,151.0,idle
-66.0,1003.0,153.0,idle
-65.0,1001.0,158.0,idle
-59.0,1001.0,167.0,idle
-52.0,1003.0,170.0,idle
-40.0,1011.0,170.0,idle
-41.0,1017.0,174.0,idle
-42.0,1014.0,172.0,idle
-52.0,1014.0,167.0,idle
-59.0,1014.0,157.0,idle
-67.0,1004.0,153.0,idle
-66.0,999.0,156.0,idle
-65.0,1003.0,157.0,idle
-64.0,1002.0,155.0,idle
-64.0,1001.0,152.0,idle
-73.0,999.0,157.0,idle
-81.0,996.0,158.0,idle
-96.0,991.0,164.0,idle
-92.0,986.0,166.0,idle
-80.0,985.0,167.0,idle
-69.0,987.0,167.0,idle
-61.0,992.0,172.0,idle
-59.0,990.0,172.0,idle
-73.0,985.0,169.0,idle
-86.0,981.0,166.0,idle
-79.0,973.0,164.0,idle
-66.0,972.0,162.0,idle
-55.0,978.0,163.0,idle
-57.0,973.0,161.0,idle
-57.0,968.0,160.0,idle
-59.0,975.0,164.0,idle
-60.0,981.0,162.0,idle
-63.0,983.0,170.0,idle
-56.0,991.0,180.0,idle
-42.0,997.0,182.0,idle
-40.0,995.0,190.0,idle
-39.0,995.0,193.0,idle
-40.0,1000.0,193.0,idle
-55.0,1000.0,193.0,idle
-71.0,995.0,193.0,idle
-78.0,997.0,194.0,idle
-81.0,1003.0,201.0,idle
-82.0,1007.0,201.0,idle
-82.0,1004.0,201.0,idle
-74.0,995.0,191.0,idle
-65.0,984.0,185.0,idle
-63.0,974.0,188.0,idle
-59.0,964.0,189.0,idle
-57.0,969.0,203.0,idle
-62.0,973.0,203.0,idle
-76.0,963.0,197.0,idle
-92.0,943.0,200.0,idle
-94.0,926.0,205.0,idle
-91.0,923.0,208.0,idle
-85.0,930.0,200.0,idle
-103.0,931.0,192.0,idle
-130.0,933.0,199.0,idle
-136.0,942.0,212.0,idle
-119.0,946.0,217.0,idle
-92.0,944.0,236.0,idle
-62.0,947.0,238.0,idle
-43.0,955.0,243.0,idle
-44.0,952.0,252.0,idle
-64.0,954.0,248.0,idle
-80.0,962.0,259.0,idle
-95.0,968.0,286.0,idle
-89.0,980.0,296.0,idle
-65.0,983.0,296.0,idle
-56.0,973.0,294.0,idle
-66.0,961.0,292.0,idle
-76.0,956.0,295.0,idle
-70.0,953.0,302.0,idle
-66.0,949.0,311.0,idle
